standard_code,title,scope_excerpt,standard_kind,canonical_product,product_aliases,product_confidence,review_status,review_notes
IS 13382: 2004,CAST IRON SPECIALS FOR MECHANICAL AND,"Requirements for cast iron special castings to be used with pressure pipes for carrying water, gas and sewage for sizes from DN 80 mm up to 1 500 mm cast iron and ductile iron. 1.2. This standard is applicable to fitt...",product_standard,pipe,casing pipe; grp pipe; hdpe pipe; pipe; pipes; pvc pipe; steel tube; tube; tubes; water well tube,high,needs_review,
IS 1341: 1992,STEEL BUTT HINGES,"Requirements regarding material, dimensions, manufacture and finish of mild steel butt hinges.",material_standard,hinge,butt hinge; butt hinges; hinge; hinges,high,needs_review,
IS 13592: 1992,UNPLASTILIZED POLYVINYL CHLORIDE (UPVC),Requirements for plain and socket end unplasticized polyvinyl chloride (UPVC) pipes with nominal outside diameters 40 mm to 160 mm for soil and waste discharge system inside buildings including ventilating and rain wa...,product_standard,pipe,casing pipe; grp pipe; hdpe pipe; pipe; pipes; pvc pipe; steel tube; tube; tubes; water well tube,high,needs_review,
IS 1361: 1978,STEEL WINDOWS FOR INDUSTRIAL BUILDINGS,Deals with steel windows suitable for use in industrial buildings and designed to suit openings based on a module of 10 cm.,material_standard,window,ventilator; ventilators; window; windows,high,needs_review,
IS 13620: 1993,FUSION BONDED  EPOXY COATED,Covers deformed steel reinforcing bars with protective epoxy coating applied by electrostatic spray method.,material_standard,coating,coating; coatings; epoxy coating; water repellent,high,needs_review,
IS 1363 (Part 1): 2002,ISO 4016 : 1999,Gives specifications for hexagon head botts with threads from M5 up to and including M64 of product grade C.,product_standard,bolt,bolt; bolts; hexagon head bolt; structural bolt,high,needs_review,
IS 1363 (Part 2): 2002,ISO 4018 : 1999,Gives specifications for hexagon head screws with threads from M5 up to and including M64 of product grade C.,product_standard,screw,countersunk screw; hexagon head screw; screw; screws,high,needs_review,
IS 1363 (Part 3): 2002,ISO 4034 : 1999,Gives specifications for hexagon nuts with thread diameters from M5 to M64 inclusive and product grade C.,product_standard,nut,hexagon nut; nut; nuts,high,needs_review,
IS 1364 (Part 1): 2002,ISO 4014 : 1999,"Gives specifications for hexagon head bolts with threads from M1,6 up to and including M64, of product grade A for threads M1,6 to M24 and nominal lengths up to and including 10 d or 150 mm, whichever is shorter and p...",product_standard,bolt,bolt; bolts; hexagon head bolt; structural bolt,high,needs_review,
IS 1364 (Part 2): 2002,ISO 4017 : 1999,"Gives specifications for hexagon head screws with threads from M1.6 upto and including M64, of product grade A for threads M1 6 to M24 and nominal lengths up to and including 10 d or 150 mm, whichever is shorter and p...",product_standard,screw,countersunk screw; hexagon head screw; screw; screws,low,needs_review,
IS 1364 (Part 3): 2002,ISO 4032 : 1999,"Gives specifications for hexagon nuts style 1, with thread diameters from M1.6, to M64, with product grade A for threads d ≤ M16 and product grade B for d > M16.",product_standard,nut,hexagon nut; nut; nuts,high,needs_review,
IS 1364 (Part 4): 2003,ISO 4035 : 1999,"Gives specifications for chamfered hexagon thin nuts, with thread diameters from M1.6 to M64,including , with product grade A for threads d ≤ M16 and product grade B for threads d > M16.",product_standard,nut,hexagon nut; nut; nuts,high,needs_review,
IS 1364 (Part 5): 2002,ISO 4036 : 1999,"Gives specifications for hexagon thin nuts with metric dimensions and thread diameters from 1.6, up to and including 10 mm and product grade B.",product_standard,nut,hexagon nut; nut; nuts,high,needs_review,
IS 1365: 1978,SLOTTED COUNTERSUNK HEAD SCREWS,Requirements for slotted countersunk head screws in the diameter range 1 to 20 mm.,product_standard,screw,countersunk screw; hexagon head screw; screw; screws,high,needs_review,
IS 1366: 2002,ISO 1207 - 1992 SLOTTED,Requirements for slotted cheese head screws of product grade A and with the neads from M1.6 to M10.,product_standard,screw,countersunk screw; hexagon head screw; screw; screws,high,needs_review,
IS 13753: 1993,DUST– PRESSED CERAMIC TILES WITH WATER,"Specifies sizes, dimensional tolerances, mechanical, physical and chemical requirements, surface quality requirements and marking of ceramic tiles. 1.1It is applicable only to dust-pressed ceramic glazed tiles first q...",product_standard,tile,clay roofing country tile; flooring tile; hollow clay tile; lining tile; ridge tile; roofing tile; terracing tile; tile; tiles,high,needs_review,
IS 13754: 1993,DUST – PRESSED CERAMIC TILES WITH,"Specifies the sizes, dimensional tolerances, mechanical, physical and chemical requirements, surface quality requirements and marking of ceramic tiles. It is applicable only to dust-pressed ceramic tiles of first qual...",product_standard,tile,clay roofing country tile; flooring tile; hollow clay tile; lining tile; ridge tile; roofing tile; terracing tile; tile; tiles,high,needs_review,
IS 13755: 1993,DUST– PRESSED CERAMIC TILES,"Specifies the sizes, dimensional tolerances, mechanical, physical and chemical requirements, surface quality requirements and marking of ceramic tiles. It is applicable only to dust-pressed ceramic tiles of first qual...",product_standard,tile,clay roofing country tile; flooring tile; hollow clay tile; lining tile; ridge tile; roofing tile; terracing tile; tile; tiles,high,needs_review,
IS 13756: 1993,DUST – PRESSED CERAMIC TILES WITH LOW,"Specifies the sizes,dimensional tolerances, mechanical, physical and chemical requirements, surface quality requirements and marking of ceramic tiles. It is applicable only to dust-pressed ceramic tiles including tile...",product_standard,tile,clay roofing country tile; flooring tile; hollow clay tile; lining tile; ridge tile; roofing tile; terracing tile; tile; tiles,high,needs_review,
IS 13757: 1993,BURNT CLAY FLY ASH BUILDING BRICKS,"Requirement for classification, general quality, dimensions and physical requirements of common clay building bricks used in buildings. Note — Burnt clay flyash bricks having compressive strength less than 30 N/mm2 (a...",product_standard,brick,brick; bricks; building brick; building bricks; fly ash brick,high,needs_review,
IS 13957: 1994,METAL FACED PLYWOOD,"Covers manufacture and requirements of metal faced plywood composite. The scope is limited to the use of galvanized iron sheet or aluminium sheet only, as metal sheet.",product_standard,board,bamboo mat board; board; boards; coir board; fiber board; fibre board; fibre boards; particle board; plywood; veneered decorative plywood,high,needs_review,
IS 13958: 1994,BAMBOO MAT BOARD FOR GENERAL PURPOSES,Covers the method of manufacture and the requirements of bamboo mat board used for general purposes.,product_standard,board,bamboo mat board; board; boards; coir board; fiber board; fibre board; fibre boards; particle board; plywood; veneered decorative plywood,high,needs_review,
IS 1395: 1982,LOW AND MEDIUM ALLOY STEEL COVERED,Covers the requirements for low and medium alloy steel covered electrodes for manual metal arc welding.,material_standard,electrode,electrode; electrodes,high,needs_review,
IS 13983: 1994,STAINLESS STEELSINKS FOR,"Requirements regarding material dimaesions, construction and workmanship for sit-in and inset type stainless steel sinks for domestic purposes. Options are specified for sinks with or without overflow holes, tap holes...",installation,,,high,needs_review,
IS 13990: 1994,PRECAST REINFORCED CONCRETE,Requirements for precast reinforced concrete planks and joist used for construction of roofs and floors. The planks length upto 1.5 m long only are covered.,product_standard,waterproofing_membrane,bitumen felt; bitumen felts; water-proofing; waterproofing,low,needs_review,
IS 14143: 1994,PREFABRICATED BRICK PANEL AND PARTIALLY,Requirements for prefabricated brick panel and partially precast joist for flooring and roofing.,material_standard,brick,brick; bricks; building brick; building bricks; fly ash brick,high,needs_review,
IS 14182: 1994,SOLVENT CEMENT FOR USE WITH UNPLASTICIZED,Requirements and methods of sampling and test for solvent cements to be used in joining unplasticized polyvinyl chloride pipe and fittings intended for use in carrying potable water. The pipes may be pressure or non-p...,material_standard,pipe,casing pipe; grp pipe; hdpe pipe; pipe; pipes; pvc pipe; steel tube; tube; tubes; water well tube,high,needs_review,
IS 14201: 1994,PRECAST REINFORCED CONCRETE CHANNEL,Requirements for precast reinforced concrete channel units having a length of up to 4.5 m used for construction of floors and roofs.,product_standard,channel,channel; channels; l-panel,high,needs_review,
IS 14223 (Part 1): 1995,POLISHED BUILDING STONES,Covers physical properties and finish requirements of polished granite used for various purposes.,product_standard,stone,building stone; polished stone; stone; stones,high,needs_review,
IS 14241: 1995,PRECAST REINFORCED CONCRETE  L–PANEL,Requirements for prefabricated reinforced concrete L-panels used for making roofs for buildings. This standard also covers the requirements for prefabricated reinforced concrete channel units which are to be used alon...,product_standard,channel,channel; channels; l-panel,high,needs_review,
IS 14268: 1995,UNCOATED STRESS RELIEVED  LOW,"Requirements for manufacture, supply and testing of un-coated,stress relieved ‘low relaxation’ seven -ply steel strand for prestressed concrete.",material_standard,steel_sheet,carbon steel sheet; carbon steel sheets; steel sheet; steel sheets,low,needs_review,
IS 14276: 1995,CEMENT BONDED PARTICLE BOARDS,Requirements of cement bonded wood particle boards.This standard does not cover particle boards bonded with synthetic resin adhesives.,material_standard,cement,cement; lime pozzolana mixture; lime-pozzolana concrete; masonry cement; ordinary portland cement; portland cement; pozzolana cement; slag cement; white cement,low,needs_review,
IS 14333: 1996,HIGH DENSITY POLYETHYELENE PIPES,"Requirements for high density polyethylene pipes from 63 mm to 630 mm nominal diameter of pressure rating from 0.25 MPa to 1.6 MPa in material grades of PE63, PE80 and PE100 for sewerage applications.",material_standard,pipe,casing pipe; grp pipe; hdpe pipe; pipe; pipes; pvc pipe; steel tube; tube; tubes; water well tube,high,needs_review,
IS 14402: 1996,GLASS FIBRE REINFORCED PLASTICS (GRP),"Requirements for materials, dimensions, classification, testing and sampling of machine made pipes with glass fibre reinforced thermosetting resin with or without aggregate filler having nominal diameter from 200 mm t...",material_standard,glass,glass; glass fiber; glass fibre; glass fibre reinforced,high,needs_review,
IS 14443: 1997,POLYCARBONATE SHEETS,"1.1 Requirements and methods of sampling and tests for polycarbonate sheets of solid section as well as multi-wall variety and also thinner gauge sheets (films), multi-layer composite laminates of polycarbonate compac...",material_standard,glass,glass; glass fiber; glass fibre; glass fibre reinforced,high,needs_review,
IS 14587: 1998,PRE-LAMINATED MEDIUM DENSITY FIBRE,Requirement of prelaminated medium density fibre board for general purposes and also for special applications.,other,board,bamboo mat board; board; boards; coir board; fiber board; fibre board; fibre boards; particle board; plywood; veneered decorative plywood,high,needs_review,
IS 14588: 1999,BAMBOO MAT-VEENER COMPOSITE FOR,Covers the method of manufacture and the requirement of bamboo mat-veneer composites for general purposes.,product_standard,board,bamboo mat board; board; boards; coir board; fiber board; fibre board; fibre boards; particle board; plywood; veneered decorative plywood,low,needs_review,
