standard_code,eligibility,reason,standard_kind,canonical_product,primary_subject,product_subtype,function,material,application,metadata_confidence,product_confidence,review_required,review_reason,quality_flags
IS 8008 (Part 1): 2003,SEARCH_ONLY,non-product standard kept searchable but not used as procurement positive,test_method,,INJECTION MOULDED HIGH DENSITY POLYETHYLENE (HDPE) FITTINGS FOR POTABLE WATER SUPPLIES PART 1 GENERAL REQUIREMENTS FOR FITTINGS,,carry_potable_water,HDPE,potable water supply,high,high,False,,
IS 8008 (Part 2): 2003,SAFE_FOR_TRAINING,grounded product/subject metadata supports supervised positive,product_standard,pipe_fitting,bend,bend,carry_potable_water,HDPE,potable water supply,high,high,False,,
IS 8008 (Part 3): 2003,SAFE_FOR_TRAINING,grounded product/subject metadata supports supervised positive,product_standard,pipe_fitting,tee,tee,carry_potable_water,HDPE,potable water supply,high,high,False,,
IS 8008 (Part 4): 2003,SAFE_FOR_TRAINING,grounded product/subject metadata supports supervised positive,product_standard,pipe_fitting,reducer,reducer,carry_potable_water,HDPE,potable water supply,high,high,False,,
IS 8008 (Part 5): 2003,SAFE_FOR_TRAINING,grounded product/subject metadata supports supervised positive,product_standard,pipe_fitting,reducer,reducer,carry_potable_water,HDPE,potable water supply,high,high,False,,
IS 8008 (Part 6): 2003,SAFE_FOR_TRAINING,grounded product/subject metadata supports supervised positive,product_standard,pipe,INJECTION MOULDED HIGH DENSITY POLYETHYLENE (HDPE) FITTINGS FOR POTABLE WATER SUPPLIES PART 6 SPECIFIC REQUIREMENTS FOR PIPE ENDS,,carry_potable_water,HDPE,potable water supply,high,high,False,,
IS 8008 (Part 7): 2003,SEARCH_ONLY,non-product standard kept searchable but not used as procurement positive,test_method,,INJECTION MOULDED HIGH DENSITY POLYETHYLENE (HDPE) FITTINGS FOR POTABLE WATER SUPPLIES PART 7 SPECIFIC REQUIREMENTS FOR SANDWITCH FLANGES,,carry_potable_water,HDPE,potable water supply,high,high,False,,
IS 8033: 1976,SAFE_FOR_TRAINING,grounded product/subject metadata supports supervised positive,product_standard,washer,"WASHERS WITH SQUARE HOLE FOR WOOD FASTENINGS 4. Designation – As an example, a round washer with square hole of nominal size 14 mm shall be designated",,structural_fastening,timber,,high,high,False,,
IS 8041: 1990,SAFE_FOR_TRAINING,grounded product/subject metadata supports supervised positive,material_standard,cement,RAPID HARDENING PORTLAND CEMENT,,,,,high,high,False,,
IS 8042: 1989,SAFE_FOR_TRAINING,grounded product/subject metadata supports supervised positive,material_standard,cement,WHITE PORTLAND CEMENT,,,,,high,high,False,,
IS 8043: 1991,SAFE_FOR_TRAINING,grounded product/subject metadata supports supervised positive,material_standard,cement,ordinary portland 33 grade,ordinary_portland_33_grade,waterproofing,,waterproofing,high,high,False,,
IS 804: 1967,SAFE_FOR_TRAINING,grounded product/subject metadata supports supervised positive,material_standard,water_tank,RECTANGULAR PRESSED STEEL TANKS,,,steel,flooring,high,high,False,,
IS 8081: 1976,SAFE_FOR_TRAINING,grounded product/subject metadata supports supervised positive,material_standard,steel_section,SLOTTED SECTIONS,,,steel,,high,high,False,,
IS 808: 1989,SAFE_FOR_TRAINING,grounded product/subject metadata supports supervised positive,material_standard,channel,"DIMENSIONS FOR HOT ROLLED STEELBEAM, COLUMN, CHANNEL AND ANGLE SECTIONS",,,steel,,high,high,False,,
IS 809: 1992,REVIEW_REQUIRED,low_confidence_metadata,material_standard,waterproofing_membrane,RUBBER FLOORING MATERIALS FOR GENERAL PURPOSE,,thermal_insulation,bitumen,flooring,high,low,True,low_confidence_metadata,low_product_confidence;metadata_review_required
IS 8112: 1989,SAFE_FOR_TRAINING,grounded product/subject metadata supports supervised positive,material_standard,cement,ordinary portland 43 grade,ordinary_portland_43_grade,,concrete,,high,high,False,,
IS 811: 1987,SAFE_FOR_TRAINING,grounded product/subject metadata supports supervised positive,material_standard,steel_section,COLD FORMED LIGHT GAUGE STRUCTURAL STEEL SECTIONS,,,steel,,high,high,False,,
IS 814: 2004,SAFE_FOR_TRAINING,grounded product/subject metadata supports supervised positive,material_standard,electrode,COVERED ELECTRODES FOR MANUAL METAL ARC WELDING OF CARBON AND CARBON MANGANESE STEEL,,,steel,,high,high,False,,
IS 8154: 1993,SAFE_FOR_TRAINING,grounded product/subject metadata supports supervised positive,product_standard,thermal_insulation,PREORMED CALCIUM SILICATE INSULATION,,,,thermal insulation,high,high,False,,
IS 8183: 1993,SAFE_FOR_TRAINING,grounded product/subject metadata supports supervised positive,product_standard,thermal_insulation,BONDED MINERAL WOOL,,thermal_insulation,,thermal insulation,high,high,False,,
IS 8272: 1984,SAFE_FOR_TRAINING,grounded product/subject metadata supports supervised positive,product_standard,board,GYPSUM PLASTER FOR USE IN THE MANUFACTURE OF FIBROUS PLASTER BOARDS,,,timber,railway track,high,high,False,,
IS 8329: 2000,SEARCH_ONLY,non-product standard kept searchable but not used as procurement positive,test_method,,"CENTRIFUGALLY CAST (SPUN) DUCTILE IRON PRESSURE PIPES FOR WATER, GAS AND SEWAGE",,carry_sewage,cast iron,sewerage,high,high,False,,
IS 8360 (Part 1): 1977,REVIEW_REQUIRED,low_confidence_metadata,material_standard,pipe_fitting,FABRICATED HIGH DENSITY POLYETHYLENE (HDPE) FITTINGS FOR POTABLE WATER SUPPLIES PART 1 GENERAL REQUIREMENTS outside diameters of pipes given in IS 4984 : 1995,,carry_potable_water,HDPE,potable water supply,high,low,True,low_confidence_metadata,low_product_confidence;metadata_review_required
IS 8360 (Part 2): 1977,SAFE_FOR_TRAINING,grounded product/subject metadata supports supervised positive,product_standard,pipe_fitting,tee,tee,carry_potable_water,HDPE,potable water supply,high,high,False,,
IS 8360 (Part 3): 1977,SAFE_FOR_TRAINING,grounded product/subject metadata supports supervised positive,product_standard,pipe_fitting,bend,bend,carry_potable_water,HDPE,potable water supply,high,high,False,,
IS 8363: 1976,SAFE_FOR_TRAINING,grounded product/subject metadata supports supervised positive,material_standard,electrode,BARE WIRE ELECTRODES FOR ELECTROSLAG WELDING OF STEELS,,,steel,roofing,high,high,False,,
IS 8374: 1977,REVIEW_REQUIRED,low_confidence_metadata,product_standard,aggregate,"BITUMEN MASTIC, ANTI-STATIC AND ELECTRICALLY CONDUCTING GRADE",,flooring,bitumen,flooring,high,low,True,low_confidence_metadata,low_product_confidence;metadata_review_required
IS 8412: 1977,SAFE_FOR_TRAINING,grounded product/subject metadata supports supervised positive,material_standard,bolt,SLOTTED COUNTERSUNK HEAD BOLTS FOR STEEL STRUCTURES,,,steel,,high,high,False,,
IS 849: 1994,REVIEW_REQUIRED,low_confidence_metadata,product_standard,adhesive,COLD SETTING CASE IN GLUE FOR WOOD,,,timber,,high,low,True,low_confidence_metadata,low_product_confidence;metadata_review_required
IS 8500: 1991,REVIEW_REQUIRED,low_confidence_metadata,material_standard,pipe_fitting,STRUCTURAL STEEL- MICRO ALLOYED,,,steel,,high,low,True,low_confidence_metadata,low_product_confidence;metadata_review_required
IS 851: 1978,SAFE_FOR_TRAINING,grounded product/subject metadata supports supervised positive,product_standard,adhesive,SYNTHETIC RESIN ADHESIVES FOR CONSTRUCTION WORK (NON-STRUCTURAL) IN WOOD,,,timber,,high,high,False,,
IS 852: 1994,REVIEW_REQUIRED,low_confidence_metadata,product_standard,board,ANIMAL GLUE FOR GENERAL WOOD-WORKING PURPOSES,,,timber,,high,low,True,low_confidence_metadata,low_product_confidence;metadata_review_required
IS 8718: 1978,SAFE_FOR_TRAINING,grounded product/subject metadata supports supervised positive,material_standard,sink,VITREOUS ENAMELLED STEELKITCHEN SINKS,,,steel,,high,high,False,,
IS 8727: 1978,SEARCH_ONLY,non-product standard kept searchable but not used as procurement positive,test_method,,"VITREOUS ENAMELLED STEEL WASH–BASINS Note — For test procedures refer to IS 772 : 1973 General requirements for enamelled cast iron sanitary appliances(second revision), and IS 3972. Methods of test for vitreous enamel ware. For detailed in",,,cast iron,,high,medium,False,,
IS 875 (Part 1): 1987,SEARCH_ONLY,non-product standard kept searchable but not used as procurement positive,code_of_practice,,CODE OF PRACTICE FOR DESIGN LOADS,,,cast iron,roofing,high,medium,False,,
IS 8760: 1978,SAFE_FOR_TRAINING,grounded product/subject metadata supports supervised positive,product_standard,door,MORTICE SLIDING DOOR LOCKS WITH LEVER MECHANISM,,,steel,door and window construction,high,high,False,,
IS 876: 1992,SAFE_FOR_TRAINING,grounded product/subject metadata supports supervised positive,material_standard,timber,WOOD POLES FOR OVER HEAD POWER AND TELECOMMUNICATION LINES,,,timber,,high,high,False,,
IS 8794: 1988,REVIEW_REQUIRED,low_confidence_metadata,material_standard,pipe,CAST IRON DETACHABLE JOINTS FOR USE WITH ASBESTOS CEMENT PRESSURE PIPES,,,cast iron,,high,low,True,low_confidence_metadata,low_product_confidence;metadata_review_required
IS 8828: 1996,SEARCH_ONLY,non-product standard kept searchable but not used as procurement positive,installation,,/IEC 898 (1995) CIRCUIT BREAKERS FOR OVER CURRENT PROTECTION FOR HOUSEHOLD AND SIMILAR INSTALLATIONS,,,,,high,medium,False,,
IS 8869: 1978,REVIEW_REQUIRED,low_confidence_metadata,product_standard,washer,WASHERS FOR CORRUGATED SHEET ROOFING,,roofing,steel,roofing,high,low,True,low_confidence_metadata,low_product_confidence;metadata_review_required
IS 8870: 1978,SAFE_FOR_TRAINING,grounded product/subject metadata supports supervised positive,material_standard,pipe_fitting,bend,bend,,rubber,,high,high,False,,
IS 8887: 2004,REVIEW_REQUIRED,low_confidence_metadata,product_standard,cement,BITUMEN EMULSION FOR ROADS,,,bitumen,,high,low,True,low_confidence_metadata,low_product_confidence;metadata_review_required
IS 8931: 1993,SAFE_FOR_TRAINING,grounded product/subject metadata supports supervised positive,material_standard,valve,COPPER ALLOY FANCY SINGLE TAPS COMBINATION TAP ASSEMBLY AND STOP VALVES FOR WATER SERVICES,,,steel,,high,high,False,,
IS 9106: 1979,SAFE_FOR_TRAINING,grounded product/subject metadata supports supervised positive,material_standard,hinge,RISING BUTT HINGES,,,cast iron,,high,high,False,,
IS 9131: 1979,SAFE_FOR_TRAINING,grounded product/subject metadata supports supervised positive,material_standard,door,RIM LOCKS,,,steel,,high,high,False,,
IS 9142: 1979,SAFE_FOR_TRAINING,grounded product/subject metadata supports supervised positive,product_standard,aggregate,"ARTIFICIAL LIGHTWEIGHT AGGREGATES FOR CONCRETE MASONRY UNITS 1. Scope — Requirements of artificial lightweight aggregates, such as foamed blast furnace slag, bloated",,,clay,,high,high,False,,
IS 9197: 1979,REVIEW_REQUIRED,low_confidence_metadata,material_standard,aggregate,"EPOXY RESIN, HARDENERS AND EPOXY RESIN COMPOSITIONS FOR FLOOR TOPPING } 2.3 Accelerator — Liquids generally tertiary amines. 2.4 Plasticizers and Non-reactive Diluents —",,,concrete,flooring,high,low,True,low_confidence_metadata,low_product_confidence;metadata_review_required
IS 9338: 1984,SAFE_FOR_TRAINING,grounded product/subject metadata supports supervised positive,product_standard,valve,check valve,check_valve,prevent_reverse_flow,cast iron,water supply,high,high,False,,
IS 9394: 1979,SAFE_FOR_TRAINING,grounded product/subject metadata supports supervised positive,other,stone,STONE LINTELS *Recommendation for dressing of natural building stones,,,,,high,high,False,,
IS 9428: 1993,SAFE_FOR_TRAINING,grounded product/subject metadata supports supervised positive,product_standard,thermal_insulation,PREFORMED CALCIUM SILICATE INSULATION,,,,thermal insulation,high,high,False,,
IS 9510: 1980,SAFE_FOR_TRAINING,grounded product/subject metadata supports supervised positive,other,aggregate,"BITUMEN MASTIC, ACID – RESISTING GRADE TABLE 2 GRADING OF FINE AGGREGATES Sl. No. Grading Percent by Mass",,,bitumen,,high,high,False,,
IS 9523: 2000,SAFE_FOR_TRAINING,grounded product/subject metadata supports supervised positive,product_standard,pipe_fitting,socket,socket,carry_sewage,bitumen,sewerage,high,high,False,,
IS 9537 (Part 1): 1980,SEARCH_ONLY,non-product standard kept searchable but not used as procurement positive,installation,,CONDUITS FOR ELECTRICAL INSTALLATIONS PART 1 - GENERAL REQUIREMENTS,,,,thermal insulation,high,medium,False,,
IS 9537 (Part 3): 1983,SEARCH_ONLY,non-product standard kept searchable but not used as procurement positive,test_method,,CONDUITS FOR ELECTRICAL INSTALLATIONS PART 3 – RIGID PLAIN CONDUITS OF INSULATING MATERIALS,socket,thermal_insulation,,thermal insulation,high,high,False,,
IS 9537 (Part 4): 1983,REVIEW_REQUIRED,low_confidence_metadata,test_method,,CONDUITS FOR ELECTRICAL INSTALLATIONS PART 4 – PLIABLE SELF RECOVERING CONDUITS OF INSULATING MATERIALS Note – For details requirements refer to the standard,,thermal_insulation,,thermal insulation,high,low,True,low_confidence_metadata,low_product_confidence;metadata_review_required
IS 9537 (Part 5): 2000,SEARCH_ONLY,non-product standard kept searchable but not used as procurement positive,installation,,CONDUITS FOR ELECTRICAL INSTALLATIONS PART 5 – PLIABLE CONDUITS OF INSULATING MATERIAL 1. Scope – This clause of Part 1 of the Standard is,,thermal_insulation,concrete,thermal insulation,high,medium,False,,
IS 9537 (Part II): 1981,SEARCH_ONLY,non-product standard kept searchable but not used as procurement positive,test_method,,"CONDUITS FOR ELECTRICAL WIRING PART 2 RIGID STEEL CONDUITS Note 1 – For requirement regarding gauge for checking minimum and maximum outside diameter of conduits, measurement of thickness and screw threads, refer to the standard. Note 2 – F",,structural_fastening,steel,,high,high,False,,
IS 9627: 1980,REVIEW_REQUIRED,low_confidence_metadata,material_standard,pipe,ASBESTOS CEMENT PRESSURE PIPES,,,cast iron,,high,low,True,low_confidence_metadata,low_product_confidence;metadata_review_required
IS 9739: 1981,SAFE_FOR_TRAINING,grounded product/subject metadata supports supervised positive,material_standard,valve,PRESSURE REDUCING VALVES FOR DOMESTIC WATER SUPPLY SYSTEM,,reduce_pressure,cast iron,water supply,high,high,False,,
IS 9742: 1993,SAFE_FOR_TRAINING,grounded product/subject metadata supports supervised positive,product_standard,thermal_insulation,SPRAYED MINERAL WOOL THERMAL INSULATION,,thermal_insulation,,thermal insulation,high,high,False,,
IS 9743: 1990,SAFE_FOR_TRAINING,grounded product/subject metadata supports supervised positive,material_standard,thermal_insulation,THERMAL INSULATION FINISHING CEMENTS,,thermal_insulation,clay,thermal insulation,high,high,False,,
IS 9758: 1981,SAFE_FOR_TRAINING,grounded product/subject metadata supports supervised positive,product_standard,valve,"FLUSH VALVES AND FITTINGS FOR WATER CLOSETS AND URINAL 4. Manufacture and Construction 4.1 Flush valve of nominal sizes 15, 25 and 32mm shall",,,PVC,,high,high,False,,
IS 9762: 1994,SAFE_FOR_TRAINING,grounded product/subject metadata supports supervised positive,product_standard,valve,POLYETHYLENE FLOATS (SPHERICAL) FOR FLOAT VALVES,,,HDPE,flooring,high,high,False,,
IS 9763: 2000,SAFE_FOR_TRAINING,grounded product/subject metadata supports supervised positive,material_standard,valve,"PLASTIC BIB TAPS, PILLAR TAPS, ANGLE VALVES FOR HOT AND COLD WATER SERVICES",,shut_off_flow,PVC,,high,high,False,,
IS 9842: 1994,SAFE_FOR_TRAINING,grounded product/subject metadata supports supervised positive,product_standard,thermal_insulation,PREFORMED FIBROUS PIPE INSULATION,,,aluminium,roofing,high,high,False,,
IS 9893: 1981,SAFE_FOR_TRAINING,grounded product/subject metadata supports supervised positive,material_standard,block,"PRECAST CONCRETE BLOCKS FOR LINTELS AND SILLS Note 1 — For details of material, refer to 3 of the standard. Note 2—",,,timber,door and window construction,high,high,False,,
IS 9912: 1981,SAFE_FOR_TRAINING,grounded product/subject metadata supports supervised positive,material_standard,coating,COAL TAR BASED COATING MATERIALS AND SUTABLE PRIMERS FOR PROTECTING IRON OR STEEL PIPE LINES,,,PVC,roofing,high,high,False,,
IS 9968 (Part 1): 1998,REVIEW_REQUIRED,low_confidence_metadata,product_standard,thermal_insulation,"ELASTOMER INSULATED CABLES, PART1 FOR WORKING VOLTAGES UPTO AND INCLUDING 1 100 VOLTS",,,PVC,thermal insulation,high,low,True,low_confidence_metadata,low_product_confidence;metadata_review_required
